geo_latitude,geo_longitude,date,president_name,village,region,total_low,total_high,size,total_deaths,location
32.959129,70.287094,"Sep 14, 2009",Obama,"Toori Khel, near Mir Ali",North Waziristan,4,6,5.1,4 to 6 deaths,"Toori Khel, near Mir Ali, North Waziristan"
33.005783,70.090027,"Mar 8, 2010",Obama,Maley Khan Sirai area of Miram Shah,North Waziristan,5,5,5.1,5 deaths,"Maley Khan Sirai area of Miram Shah, North Waziristan"
32.985626,70.054321,"Mar 23, 2010",Obama,"Machis, outskirts of Miram Shah",North Waziristan,4,6,5.1,4 to 6 deaths,"Machis, outskirts of Miram Shah, North Waziristan"
32.997147,70.302887,"Mar 31, 2010",Obama,"Tapi Village, 13 miles east of Miram Shah",North Waziristan,4,6,5.1,4 to 6 deaths,"Tapi Village, 13 miles east of Miram Shah, North Waziristan"
32.998299,70.119553,"Apr 16, 2010",Obama,"Toorkhel, suburbs of Miram Shah",North Waziristan,4,6,5.1,4 to 6 deaths,"Toorkhel, suburbs of Miram Shah, North Waziristan"
32.972958,70.350952,"Apr 26, 2010",Obama,"Khushali Toorkhel, 15 miles east of Miram Shah",North Waziristan,4,6,5.1,4 to 6 deaths,"Khushali Toorkhel, 15 miles east of Miram Shah, North Waziristan"
32.983898,70.059128,"Aug 21, 2010",Obama,"Kutabkhel village, 3 km south of Miram Shah",North Waziristan,4,6,5.1,4 to 6 deaths,"Kutabkhel village, 3 km south of Miram Shah, North Waziristan"
33.0155,70.056,"Aug 23, 2010",Obama,Derga Mandy,North Waziristan,5,5,5.1,5 deaths,"Derga Mandy, North Waziristan"
32.995419,70.015182,"Sep 8, 2010",Obama,Dargha Mandi at Ghulam Khan Road area,North Waziristan,4,6,5.1,4 to 6 deaths,"Dargha Mandi at Ghulam Khan Road area, North Waziristan"
33.008087,70.061874,"Sep 9, 2010",Obama,Outskirts of Miram Shah,North Waziristan,4,6,5.1,4 to 6 deaths,"Outskirts of Miram Shah, North Waziristan"
32.986202,69.685593,"Sep 12, 2010",Obama,Datta Khel,North Waziristan,4,6,5.1,4 to 6 deaths,"Datta Khel, North Waziristan"
32.979294,69.664307,"Sep 26, 2010",Obama,"Tarmanu Road, 31 miles west of Miram Shah",North Waziristan,5,5,5.1,5 deaths,"Tarmanu Road, 31 miles west of Miram Shah, North Waziristan"
32.98217,69.627914,"Nov 7, 2010",Obama,"Moizer town, Datta Khel",North Waziristan,4,6,5.1,4 to 6 deaths,"Moizer town, Datta Khel, North Waziristan"
32.97094,70.349403,"Nov 22, 2010",Obama,"Khushali, 15 miles east of Miram Shah",North Waziristan,4,6,5.1,4 to 6 deaths,"Khushali, 15 miles east of Miram Shah, North Waziristan"
32.983322,70.405884,"Dec 6, 2010",Obama,"Khysore village, 20 miles east of Miram Shah",North Waziristan,3,7,5.1,3 to 7 deaths,"Khysore village, 20 miles east of Miram Shah, North Waziristan"
33.0291,70.2468,"Dec 27, 2010",Obama,"Machikhel, Mir Ali",North Waziristan,4,6,5.1,4 to 6 deaths,"Machikhel, Mir Ali, North Waziristan"
32.314991,69.447327,"Mar 8, 2011",Obama,"Landidog, 12 miles west of Wama",South Waziristan,5,5,5.1,5 deaths,"Landidog, 12 miles west of Wama, South Waziristan"
33.050114,70.201263,"Mar 13, 2011",Obama,"Spalga village, 15km NE of Miram Shah",North Waziristan,4,6,5.1,4 to 6 deaths,"Spalga village, 15km NE of Miram Shah, North Waziristan"
33.001755,69.781036,"Mar 16, 2011",Obama,"Datta Khel, 15 miles west of Miram Shah",North Waziristan,4,6,5.1,4 to 6 deaths,"Datta Khel, 15 miles west of Miram Shah, North Waziristan"
32.512077,69.296265,"Apr 13, 2011",Obama,"Angoor Adda, Bhangar area",South Waziristan,4,6,5.1,4 to 6 deaths,"Angoor Adda, Bhangar area, South Waziristan"
32.996571,70.351639,"May 16, 2011",Obama,Mir Ali,North Waziristan,4,6,5.1,4 to 6 deaths,"Mir Ali, North Waziristan"
33.009525,70.185814,"May 20, 2011",Obama,"Tappi area, 10km east of Miram Shah",North Waziristan,4,6,5.1,4 to 6 deaths,"Tappi area, 10km east of Miram Shah, North Waziristan"
33.010967,70.180664,"Jun 15, 2011",Obama,"Tapi, 10 km east of Miram Shah",North Waziristan,4,6,5.1,4 to 6 deaths,"Tapi, 10 km east of Miram Shah, North Waziristan"
32.327763,69.436302,"Oct 27, 2011",Obama,"Azam Warsak, 12 miles west of Wana",South Waziristan,4,6,5.1,4 to 6 deaths,"Azam Warsak, 12 miles west of Wana, South Waziristan"
32.712776,69.608345,"Jun 26, 2012",Obama,Shawal,North Waziristan,4,6,5.1,4 to 6 deaths,"Shawal, North Waziristan"
32.715668,69.452019,"Sep 1, 2012",Obama,Degan,North Waziristan,4,6,5.1,4 to 6 deaths,"Degan, North Waziristan"
32.991604,70.165199,"Oct 10, 2012",Obama,"Hurmuz, east of Miranshah",North Waziristan,5,5,5.1,5 deaths,"Hurmuz, east of Miranshah, North Waziristan"
32.98822,70.209503,"Jan 3, 2013",Obama,Between Miran Shah and Mir Ali,North Waziristan,4,6,5.1,4 to 6 deaths,"Between Miran Shah and Mir Ali, North Waziristan"
32.971191,70.277908,"Jan 8, 2013",Obama,Mir Ali,North Waziristan,5,5,5.1,5 deaths,"Mir Ali, North Waziristan"
32.53805827,69.97741696,"Apr 17, 2013",Obama,Sararogha,South Waziristan,5,5,5.1,5 deaths,"Sararogha, South Waziristan"
32.99795289,69.90394589,"Oct 5, 2014",Obama,Shawal,South Waziristan,5,5,5.1,5 deaths,"Shawal, South Waziristan"
32.96840141,69.8483276,"Dec 6, 2014",Obama,Datta Khel,North Waziristan,4,6,5.1,4 to 6 deaths,"Datta Khel, North Waziristan"
32.94656185,69.81536862,"Dec 20, 2014",Obama,Datta Khel,North Waziristan,5,5,5.1,5 deaths,"Datta Khel, North Waziristan"
32.614715,69.499587,"May 18, 2015",Obama,Shawal,North Waziristan,5,5,5.1,5 deaths,"Shawal, North Waziristan"
32.704161,69.467315,"Jan 9, 2016",Obama,Mangrooti,North Waziristan,5,5,5.1,5 deaths,"Mangrooti, North Waziristan"
32.8453688,69.4870511,"Feb 8, 2018",Trump,Gorwak,North Waziristan,3,7,5.1,3 to 7 deaths,"Gorwak, North Waziristan"
32.97699,70.303574,"Oct 1, 2008",Bush,"Khusali Toorikhel, near Mir Ali",North Waziristan,4,5,4.6,4 to 5 deaths,"Khusali Toorikhel, near Mir Ali, North Waziristan"
32.99369,70.092087,"Oct 11, 2008",Bush,Just outside Miram Shah,North Waziristan,4,5,4.6,4 to 5 deaths,"Just outside Miram Shah, North Waziristan"
32.966618,70.32074,"Mar 26, 2009",Obama,"Sokhel, Mir Ali",North Waziristan,4,5,4.6,4 to 5 deaths,"Sokhel, Mir Ali, North Waziristan"
32.704109,70.063934,"Jul 17, 2009",Obama,"Gariwan, 19 miles south of Miram Shah",North Waziristan,4,5,4.6,4 to 5 deaths,"Gariwan, 19 miles south of Miram Shah, North Waziristan"
32.667992,70.144958,"Jan 15, 2010",Obama,"Bichi village, Mirkhwanai area, near Shaktoi",North Waziristan,3,6,4.6,3 to 6 deaths,"Bichi village, Mirkhwanai area, near Shaktoi, North Waziristan"
32.972958,69.700012,"Jan 19, 2010",Obama,"Deegan, 18 miles west of Miram Shah",North Waziristan,3,6,4.6,3 to 6 deaths,"Deegan, 18 miles west of Miram Shah, North Waziristan"
32.9989,69.9534,"Feb 2, 2010",Obama,"Toor Narai village, Datta Khel, 30km west of Miram Shah",North Waziristan,2,7,4.6,2 to 7 deaths,"Toor Narai village, Datta Khel, 30km west of Miram Shah, North Waziristan"
33.0023,69.8696,"Feb 2, 2010",Obama,Pai Khel,North Waziristan,2,7,4.6,2 to 7 deaths,"Pai Khel, North Waziristan"
32.5725,69.5306,"Feb 2, 2010",Obama,Muhammad Khel,North Waziristan,2,7,4.6,2 to 7 deaths,"Muhammad Khel, North Waziristan"
32.995995,69.625854,"Mar 17, 2010",Obama,"Mada Khel, 25 miles west of Miram Shah",North Waziristan,3,6,4.6,3 to 6 deaths,"Mada Khel, 25 miles west of Miram Shah, North Waziristan"
32.994267,69.777603,"Sep 3, 2010",Obama,"Datta Khel, 12 miles west of Miram Shah",North Waziristan,2,7,4.6,2 to 7 deaths,"Datta Khel, 12 miles west of Miram Shah, North Waziristan"
32.977566,69.711685,"Sep 6, 2010",Obama,"Khar Qamar, a village in Datta Khel",North Waziristan,3,6,4.6,3 to 6 deaths,"Khar Qamar, a village in Datta Khel, North Waziristan"
32.974972,69.686279,"Sep 19, 2010",Obama,"Deghan, Datta Khel,",North Waziristan,4,5,4.6,4 to 5 deaths,"Deghan, Datta Khel,, North Waziristan"
33.012695,70.10788,"Oct 6, 2010",Obama,Miram Shah,North Waziristan,3,6,4.6,3 to 6 deaths,"Miram Shah, North Waziristan"
33.021332,70.013123,"Nov 3, 2010",Obama,"Qutub Khel, near Miram Shah",North Waziristan,4,5,4.6,4 to 5 deaths,"Qutub Khel, near Miram Shah, North Waziristan"
33.02824,70.236969,"Jan 1, 2011",Obama,"Ghoresti, near Mir Ali",North Waziristan,4,5,4.6,4 to 5 deaths,"Ghoresti, near Mir Ali, North Waziristan"
32.997147,69.749451,"Jan 7, 2011",Obama,"Ghar Laley, 22 miles west of Miram Shah",North Waziristan,4,5,4.6,4 to 5 deaths,"Ghar Laley, 22 miles west of Miram Shah, North Waziristan"
33.004059,69.603882,"Jan 18, 2011",Obama,"Asar village, 25 miles west of Miram Shah, Datta Khel",North Waziristan,4,5,4.6,4 to 5 deaths,"Asar village, 25 miles west of Miram Shah, Datta Khel, North Waziristan"
32.976414,69.643707,"Feb 24, 2011",Obama,"Mohammed Khel, in Danday Darpa Khel",North Waziristan,4,5,4.6,4 to 5 deaths,"Mohammed Khel, in Danday Darpa Khel, North Waziristan"
32.968,69.69,"Mar 8, 2011",Obama,Ismailkhel,North Waziristan,4,5,4.6,4 to 5 deaths,"Ismailkhel, North Waziristan"
32.999451,70.3125,"Mar 14, 2011",Obama,"Malik Jashdar, 6 miles east of Miram Shah",North Waziristan,3,6,4.6,3 to 6 deaths,"Malik Jashdar, 6 miles east of Miram Shah, North Waziristan"
32.995419,70.350266,"May 16, 2011",Obama,Mir Ali,North Waziristan,3,6,4.6,3 to 6 deaths,"Mir Ali, North Waziristan"
32.311508,69.418488,"Aug 1, 2011",Obama,"Azam Warsak, 12 miles west of Wana",South Waziristan,3,6,4.6,3 to 6 deaths,"Azam Warsak, 12 miles west of Wana, South Waziristan"
33.021332,70.305634,"Sep 23, 2011",Obama,"Khushali area, near Mir Ali",North Waziristan,3,6,4.6,3 to 6 deaths,"Khushali area, near Mir Ali, North Waziristan"
32.998009,70.033211,"Oct 13, 2011",Obama,Close to Dande Darpa Khel,North Waziristan,3,6,4.6,3 to 6 deaths,"Close to Dande Darpa Khel, North Waziristan"
32.460228,69.260246,"Oct 15, 2011",Obama,"Angoor Adda, Bhangar area",South Waziristan,3,6,4.6,3 to 6 deaths,"Angoor Adda, Bhangar area, South Waziristan"
32.5808,70.1637,"Oct 27, 2011",Obama,Mir Ali,North Waziristan,4,5,4.6,4 to 5 deaths,"Mir Ali, North Waziristan"
32.963783,70.240593,"Oct 30, 2011",Obama,Datta Khel,North Waziristan,3,6,4.6,3 to 6 deaths,"Datta Khel, North Waziristan"
32.981022,69.785156,"Jan 23, 2012",Obama,Degan,North Waziristan,4,5,4.6,4 to 5 deaths,"Degan, North Waziristan"
33.008663,70.197144,"Apr 29, 2012",Obama,Miranshah,North Waziristan,3,6,4.6,3 to 6 deaths,"Miranshah, North Waziristan"
32.947029,70.146835,"Oct 24, 2012",Obama,Tappi,North Waziristan,4,5,4.6,4 to 5 deaths,"Tappi, North Waziristan"
32.953331,70.262459,"Jan 10, 2013",Obama,Heso Khel,North Waziristan,4,5,4.6,4 to 5 deaths,"Heso Khel, North Waziristan"
33.02912948,70.02822873,"Sep 29, 2013",Obama,"Dargamandi, Miran Shah",North Waziristan,3,6,4.6,3 to 6 deaths,"Dargamandi, Miran Shah, North Waziristan"
32.97201981,70.07080075,"Jun 11, 2014",Obama,Dargah Mandi,North Waziristan,3,6,4.6,3 to 6 deaths,"Dargah Mandi, North Waziristan"
32.96049802,69.98016354,"Jun 18, 2014",Obama,Dandey Darpakhel,North Waziristan,4,5,4.6,4 to 5 deaths,"Dandey Darpakhel, North Waziristan"
32.540447,69.854507,"Oct 16, 2008",Bush,"Taparghai, near Saam in the Ladha region",South Waziristan,4,4,4.1,4 deaths,"Taparghai, near Saam in the Ladha region, South Waziristan"
32.296421,69.498825,"Dec 22, 2008",Bush,"Ghwakhwa, Wana",South Waziristan,3,5,4.1,3 to 5 deaths,"Ghwakhwa, Wana, South Waziristan"
32.281906,69.553757,"Apr 19, 2009",Obama,"Gangi Khel, outskirts of Wana",South Waziristan,0,8,4.1,0 to 8 deaths,"Gangi Khel, outskirts of Wana, South Waziristan"
32.524815,69.883347,"Jun 14, 2009",Obama,"Mardar Algad, Ladha",South Waziristan,3,5,4.1,3 to 5 deaths,"Mardar Algad, Ladha, South Waziristan"
32.609882,69.833221,"Jun 23, 2009",Obama,"Neej Narai, outside Makeen",South Waziristan,2,6,4.1,2 to 6 deaths,"Neej Narai, outside Makeen, South Waziristan"
32.320793,69.623795,"Jul 10, 2009",Obama,Painda Khel,South Waziristan,3,5,4.1,3 to 5 deaths,"Painda Khel, South Waziristan"
32.989658,70.030975,"Oct 15, 2009",Obama,Dandey Darpa Khel,North Waziristan,4,4,4.1,4 deaths,"Dandey Darpa Khel, North Waziristan"
32.8935,69.6955,"Oct 21, 2009",Obama,Spalaga,North Waziristan,4,4,4.1,4 deaths,"Spalaga, North Waziristan"
33.0116,70.0557,"Nov 5, 2009",Obama,"Norak, near Mir Ali",North Waziristan,4,4,4.1,4 deaths,"Norak, near Mir Ali, North Waziristan"
33.010967,69.831848,"Nov 18, 2009",Obama,"Shanakhora, 12 miles west of Miram Shah",North Waziristan,4,4,4.1,4 deaths,"Shanakhora, 12 miles west of Miram Shah, North Waziristan"
33.009815,69.808502,"Dec 31, 2009",Obama,"Machi Khel, 20 km west of Miram Shah",North Waziristan,3,5,4.1,3 to 5 deaths,"Machi Khel, 20 km west of Miram Shah, North Waziristan"
32.991962,69.730911,"Jan 9, 2010",Obama,Ismael Khel in Datta Khel region,North Waziristan,4,4,4.1,4 deaths,"Ismael Khel in Datta Khel region, North Waziristan"
32.940117,70.296021,"Jan 15, 2010",Obama,"Zanini Village, near Mir Ali",North Waziristan,3,5,4.1,3 to 5 deaths,"Zanini Village, near Mir Ali, North Waziristan"
33.013271,69.938965,"Mar 17, 2010",Obama,"Hamzoni, 6 miles west of Miram Shah",North Waziristan,3,5,4.1,3 to 5 deaths,"Hamzoni, 6 miles west of Miram Shah, North Waziristan"
32.96777,70.253448,"Mar 28, 2010",Obama,"Hurmaz, near Mir Ali",North Waziristan,4,4,4.1,4 deaths,"Hurmaz, near Mir Ali, North Waziristan"
33.004059,69.752197,"Apr 14, 2010",Obama,"Ambur Shaga Village, 15 miles west of Miram Shah",North Waziristan,3,5,4.1,3 to 5 deaths,"Ambur Shaga Village, 15 miles west of Miram Shah, North Waziristan"
32.990234,70.315933,"May 3, 2010",Obama,"Marsi Khel, near Mir Ali",North Waziristan,2,6,4.1,2 to 6 deaths,"Marsi Khel, near Mir Ali, North Waziristan"
33.021908,70.072174,"Jun 27, 2010",Obama,"Tabbi Tolkhel, 4 km north of Miram Shah",North Waziristan,2,6,4.1,2 to 6 deaths,"Tabbi Tolkhel, 4 km north of Miram Shah, North Waziristan"
32.49297,70.037155,"Jul 25, 2010",Obama,Landikhel area of Sararogha,South Waziristan,4,4,4.1,4 deaths,"Landikhel area of Sararogha, South Waziristan"
32.996571,69.526291,"Sep 8, 2010",Obama,"Ambor Shaga on Dattakhel Road, near the border",North Waziristan,4,4,4.1,4 deaths,"Ambor Shaga on Dattakhel Road, near the border, North Waziristan"
32.98505,70.076981,"Sep 14, 2010",Obama,"Qutabkhel village, a southern suburb of Miranshah",North Waziristan,4,4,4.1,4 deaths,"Qutabkhel village, a southern suburb of Miranshah, North Waziristan"
32.472694,69.274979,"Sep 28, 2010",Obama,"Zeba village, west of Wana",South Waziristan,4,4,4.1,4 deaths,"Zeba village, west of Wana, South Waziristan"
32.966042,70.274734,"Oct 6, 2010",Obama,Mir Ali,North Waziristan,3,5,4.1,3 to 5 deaths,"Mir Ali, North Waziristan"
32.97987,70.232849,"Oct 15, 2010",Obama,"Machi Khel, near Mir Ali",North Waziristan,3,5,4.1,3 to 5 deaths,"Machi Khel, near Mir Ali, North Waziristan"
32.97987,69.643707,"Nov 3, 2010",Obama,"Pai Khel village, in Datta Khel",North Waziristan,4,4,4.1,4 deaths,"Pai Khel village, in Datta Khel, North Waziristan"
33.006935,69.820518,"Nov 13, 2010",Obama,"Ahmad Khel, 15 miles west of Miram Shah",North Waziristan,4,4,4.1,4 deaths,"Ahmad Khel, 15 miles west of Miram Shah, North Waziristan"
